,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listado de establecimientos educativos y sus ofertas activas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Padrón Oficial de Establecimientos Educativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de actualización: 04/2022.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Establecimiento - Localización,,,,,,,,,,,,,Modalidad,,,,,,,Común,,,,,,,Artística,,,Especial,,,,,Adultos,,,,,Hospitalaria,,,Servicios complementarios
Jurisdicción,Cueanexo,Nombre,Sector,Ámbito,Domicilio,C. P.,Código de área,Teléfono,Código de localidad,Localidad,Departamento,Mail,Común,Especial,Adultos,Artística,Hospitalaria,Intercultural,Encierro,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,Secundario,SNU,Talleres,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Alfabetización,Formación Profesional,Formación Profesional - INET,Inicial,Primario,Secundario,
Ciudad de Buenos Aires,020008300,COLEGIO SAGRADA FAMILIA,Privado,Urbano,BLANCO ENCALADA 5154 VILLA URQUIZA,C1431,11,4521-5117 / 7845,02112001,CIUDAD DE BUENOS AIRES,Comuna 12,secretariadg@safabaires.edu.ar,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020008400,JIC Nº 01 REPUBLICA ARGENTINA DE 18,Estatal,Urbano,CERVANTES 1927 MONTE CASTRO,C1417,11,4639-6770,02110001,CIUDAD DE BUENOS AIRES,Comuna 10,dei_jic1_de18@bue.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020008500,GENDARMERIA NACIONAL,Estatal,Urbano,JUAN AGUSTIN GARCIA 5265 MONTE CASTRO,C1407,11,4567-5637,02110001,CIUDAD DE BUENOS AIRES,Comuna 10,dep_epc18_de18@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020008600,CASIMIRO AURELIANO MACIEL,Estatal,Urbano,MARCOS PAZ 1732 VELEZ SARSFIELD,C1407,11,4566-2037,02110001,CIUDAD DE BUENOS AIRES,Comuna 10,dep_epc4_de18@bue.edu.ar /ESC04DE18@YAHOO.COM.AR,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020008700,INSTITUTO DR. HERLZ,Privado,Urbano,ARÁOZ  260 VILLA CRESPO,C1414,11,4855-4062,02115001,CIUDAD DE BUENOS AIRES,Comuna 15,PRIMARIAJAI@IONA.ORG.AR/IONACI@IONA.ORG.AR,1, , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020008900,PRESBITERO ALBERTI,Estatal,Urbano,ITAQUI 2050 NUEVA POMPEYA CHARRÚA 2850,C1437,11,4918-9800,02104001,CIUDAD DE BUENOS AIRES,Comuna 4,dep_epc13_de19@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020009000,JOSE MARTI,Estatal,Urbano,PJE. L E/LACARRA Y LAGUNA  VILLA SOLDATI BARRIO RAMON CARRILLO,C1437,11,4637-2020,02108001,CIUDAD DE BUENOS AIRES,Comuna 8,dep_epc19_de19@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020009100,COLEGIO PARR. NTRA SRA DE LA ANUNCIACION,Privado,Urbano,BARZANA 2040 VILLA URQUIZA 2027,C1431,11,4522-8735,02112001,CIUDAD DE BUENOS AIRES,Comuna 12,NPRIMARIO@ANUNCIACION.EDU.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020009500,INSTITUTO DIVINO CORAZON,Privado,Urbano,REPUBLICA DOMINICANA 3586 PALERMO,C1424,11,4823-8452,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,DIVINOCORAZONINFO@DIVINOCORAZON.EDU.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020009600,ESCUELA INTEGRAL INTERDISCIPLINARIA N°01 DE 01,Estatal,Urbano,AYACUCHO 953 RECOLETA EX ESC. DE RECUPERACION,C1111,11,4815-7684/4811-2158,02102001,CIUDAD DE BUENOS AIRES,Comuna 2,EDREC1_DE1@BUE.EDU.AR/ ESCUELA1RECUP@YAHOO.COM.AR, ,1, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , 
Ciudad de Buenos Aires,020009700,JIC N° 04 DE 18,Estatal,Urbano,LASCANO 4044 MONTE CASTRO,C1417,11,4567-7991,02110001,CIUDAD DE BUENOS AIRES,Comuna 10,dei_jic4_de18@bue.edu.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020009800,INSTITUTO EDUCACIONAL DUAYEN,Privado,Urbano,BALLIVIAN 2160 VILLA ORTUZAR 2236,C1431,11,4521-6023,02115001,CIUDAD DE BUENOS AIRES,Comuna 15,JARDIN@INSTITODUAYEN.EDU.AR/PRIMARIO@INSTITODUAYEN.EDU.AR/SECUNDARIA@INSTITODUAYEN.EDU.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020009900,INSTITUTO SAN VICENTE PALLOTTI,Privado,Urbano,ECHEVERRIA 3920 VILLA URQUIZA,C1430,11,4551-3267  o  4555-0728,02112001,CIUDAD DE BUENOS AIRES,Comuna 12,SECRETARIA@ISVPALLOTTI.EDU.AR,1, , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020010000,CENTRO EDUCATIVO SAN FRANCISCO JAVIER,Privado,Urbano,JORGE LUIS BORGES 1883 PALERMO,C1414,11,4831-0233/4041,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,CESFJ_MEDIO@YAHOO.COM.AR  /  CESFJ@ARNETBIZ.COM.AR,1, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020010200,INSTITUTO CANTO A LA VIDA,Privado,Urbano,PJE. CRISTÓBAL M. HICKEN 3117 VILLA LUGANO,C1439,11,4601-0607/4602-5138,02108001,CIUDAD DE BUENOS AIRES,Comuna 8,CANTOALAVIDA@LIVE.COM.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020010300,HOMERO MANZI,Estatal,Urbano,MIRALLA 2666 VILLA LUGANO,C1439,11,4682-0899,02108001,CIUDAD DE BUENOS AIRES,Comuna 8,dep_epc9_de13@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020010400,INSTITUTO MARIA AUXILIADORA,Privado,Urbano,PUERTO DE PALOS 560 BOCA,C1162,11,4301-1178,02104001,CIUDAD DE BUENOS AIRES,Comuna 4,MARIAAUXILIADORALABOCA@HOTMAIL.COM,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020010500,INST. TOBAR GARCIA DINAD,Privado,Urbano,YERBAL 351 CABALLITO,C1405,11,4901-5081 / 4903-3639,02106001,CIUDAD DE BUENOS AIRES,Comuna 6,dinadescuela1@gmail.com, ,1, , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , 
Ciudad de Buenos Aires,020010600,CENS Nº 23 DE 08,Estatal,Urbano,CARLOS SPEGAZZINI 450 ALMAGRO,C1234,11,4983-0885/4981-9572,02105001,CIUDAD DE BUENOS AIRES,Comuna 5,DEAA_CENS23_DE8@BUE.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Ciudad de Buenos Aires,020010700,CENS Nº 06 DE 06,Estatal,Urbano,SAAVEDRA 15 BALVANERA 2° PISO,C1083,11,4954-7366,02103001,CIUDAD DE BUENOS AIRES,Comuna 3,DEAA_CENS6_DE6@BUE.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Ciudad de Buenos Aires,020010800,CENS Nº 14 DE 21,Estatal,Urbano,SOLDADO DE LA FRONTERA 5140 VILLA LUGANO,C1439,11,4604-1160,02108001,CIUDAD DE BUENOS AIRES,Comuna 8,DEAA_CENS14_DE21@BUE.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Ciudad de Buenos Aires,020011000,REPUBLICA FRANCESA,Estatal,Urbano,MONTIEL 153 LINIERS,C1408,11,4641-0275,02109001,CIUDAD DE BUENOS AIRES,Comuna 9,dep_epc3_de20@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011100,CARLOS MOREL,Estatal,Urbano,IBARROLA 7249 LINIERS,C1408,11,4641-0072,02109001,CIUDAD DE BUENOS AIRES,Comuna 9,dep_epc17_de20@bue.edu.ar / ESCUELA17CARLOSMOREL@GMAIL.COM,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011200,REPUBLICA DE COREA,Estatal,Urbano,MURGUIONDO 76 LINIERS,C1408,11,4641-3131,02109001,CIUDAD DE BUENOS AIRES,Comuna 9,dep_epc18_de20@bue.edu.ar / PRI18DE20@GMAIL.COM,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011300,REPUBLICA ISLAMICA DE PAKISTAN,Estatal,Urbano,AVDA. LISANDRO DE LA TORRE 550 LINIERS,C1408,11,4641-3192,02109001,CIUDAD DE BUENOS AIRES,Comuna 9,dep_epc15_de20@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011400,INSTITUTO MONSEÑOR SABELLI,Privado,Urbano,VICTOR MARTINEZ 62 CABALLITO,C1406,11,4431-0052,02106001,CIUDAD DE BUENOS AIRES,Comuna 6,INSTITUTOSABELLI@FIBERTEL.COM.AR,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011500,ESCUELA CRISTIANA DE LA PUERTA ABIERTA,Privado,Urbano,SANTO TOME 5130 MONTE CASTRO,C1417,11,4566-0552/4568-6667,02110001,CIUDAD DE BUENOS AIRES,Comuna 10,VERONICAARBO@ECPA.EDU.AR/INFO@ECPA.EDU.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011600,NUEVOS AIRES,Privado,Urbano,GALVAN 3256 VILLA URQUIZA,C1431,11,4545-4602/4554,02112001,CIUDAD DE BUENOS AIRES,Comuna 12,INFO@NUEVOSAIRES.EDU.AR,1, , , , , , , ,1,1,1, ,1, , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011700,JII N° 01 DE 11,Estatal,Urbano,AVDA. SAN PEDRITO 341 FLORES,C1406,11,4637-4875,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,dei_jii1_de11@bue.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011800,INSTITUTO COMUNIDAD FILII DEI,Privado,Urbano,VILLA 31 CALLE 5 ENTRE 6 Y 8  RETIRO,C1104,11,4312-3727,02101001,CIUDAD DE BUENOS AIRES,Comuna 1,PRIMARIAFILIIDEI@GMAIL.COM / RECTORIA.FILIIDEI@GMAIL.COM / nivelinicialfiliidei@gmail.com,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020011900,CENS Nº 51 DE 04,Estatal,Urbano,RIO CUARTO 1993 BARRACAS,C1292,11,4301-8678/5059,02104001,CIUDAD DE BUENOS AIRES,Comuna 4,DEAA_CENS51_DE4@BUE.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Ciudad de Buenos Aires,020012000,GENERAL JOSE SAN MARTIN,Estatal,Urbano,SAN MARTIN 458 SAN NICOLAS,C1004,11,4394-5932,02101001,CIUDAD DE BUENOS AIRES,Comuna 1,dep_epc13_de1@bue.edu.ar /ESCPRI13DE1@GMAIL.COM,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012100,FRENCH Y BERUTI,Estatal,Urbano,BASAVILBASO 1295 RETIRO,C1006,11,4313-3224,02101001,CIUDAD DE BUENOS AIRES,Comuna 1,dep_epc6_de1@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012300,COLEGIO DE LOS NIÑOS,Privado,Urbano,CHARCAS 3949 PALERMO,C1425,11,4833-2607/4832-4545/47/2809,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,PRIMARIA@CHILDRENS-BOSTON.COM.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012301,COLEGIO DE LOS NIÑOS,Privado,Urbano,MALABIA 2370 PALERMO,1425,11,4832-4547,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,colbos@ciudad.com.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012400,INSTITUTO JORGE NEWBERY,Privado,Urbano,TEODORO GARCIA 2449 COLEGIALES,C1426,11,4786-5856,02113001,CIUDAD DE BUENOS AIRES,Comuna 13,JORGENEWBERY2000@YAHOO.COM.AR, ,1, , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , 
Ciudad de Buenos Aires,020012500,AMAPOLA,Privado,Urbano,NICARAGUA 4739 PALERMO,C1414,11,4831-7596,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,PRIMARIA@AMAPOLA.ESC.EDU.AR,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012600,INSTITUTO ESPAÑOL VIRGEN DEL PILAR,Privado,Urbano,AVDA. FEDERICO LACROZE 2950 COLEGIALES,C1426,11,4554-2265,02113001,CIUDAD DE BUENOS AIRES,Comuna 13,A251MEDIA@GMAIL.COM,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012700,INST.SANTA MARIA DE LUJAN,Privado,Urbano,3 DE FEBRERO 760 PALERMO,C1426,11,4773-4125/0701,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,ISML@ISML.ESC.EDU.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012800,PROVINCIA DE CORDOBA,Estatal,Urbano,AVDA. RAUL SCALABRINI ORTIZ 1336 PALERMO,C1414,11,4831-5302,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,dep_epc4_de9@bue.edu.ar / ESC04DE9@GMAIL.COM,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020012900,ESCUELA TECNICA PHILIPS ARGENTINA,Privado,Urbano,DELGADO 977 COLEGIALES,C1426,11,4555-4777,02113001,CIUDAD DE BUENOS AIRES,Comuna 13,INFO@PHILIPS.EDU.AR,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020013000,DR. ENRIQUE M. MOSCA,Estatal,Urbano,CASAFOUST 761 VILLA CRESPO,C1416,11,4581-2265,02115001,CIUDAD DE BUENOS AIRES,Comuna 15,dep_epc11_de14@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020013500,CARLOS SAAVEDRA LAMAS,Estatal,Urbano,CATULO CASTILLO 2750 PARQUE PATRICIOS 3º PISO,C1261,11,4941-3777 INT221,02104001,CIUDAD DE BUENOS AIRES,Comuna 4,dep_epc91_de6@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020013600,MARTIN DEL BARCO CENTENERA,Estatal,Urbano,ROQUE PEREZ 3545 SAAVEDRA,C1430,11,4542-9918,02112001,CIUDAD DE BUENOS AIRES,Comuna 12,dep_epc14_de10@bue.edu.ar / DELBARCO14@YAHOO.COM.AR,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020013800,INSTITUTO SANTA CLARA DE ASIS,Privado,Urbano,MANUELA PEDRAZA 3850 COGHLAN,C1430,11,4541-9911,02112001,CIUDAD DE BUENOS AIRES,Comuna 12,PRIMARIA@ISCA.EDU.AR/SECUNDARIA@ISCA.EDU.AR/RECTORIA@ISCA.EDU.AR,1, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020013900,JUAN B. PEÑA,Estatal,Urbano,MANUEL RICARDO TRELLES 948 FLORES,C1406,11,4581-8556,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,dep_epc5_de7@bue.edu.ar / ESC5DE7@YAHOO.COM.AR,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014000,LEOPOLDO MARECHAL,Estatal,Urbano,GALICIA 1857 VILLA GRAL. MITRE,C1416,11,4581-7386,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,dep_epc13_de7@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014100,FLORIAN OLIVER,Estatal,Urbano,SARAZA 470 PARQUE CHACABUCO,C1424,11,4921-5637,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,dep_epc24_de8@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014200,INST. MATER DOLOROSA,Privado,Urbano,MERCEDES 4734 VILLA DEVOTO,C1419,11,4501-0476,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,MATER.ADMIN@GMAIL.COM,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014300,COLEGIO Nº 19 LUIS PASTEUR DE 17,Estatal,Urbano,NAVARRO 4344 VILLA DEVOTO,C1419,11,4501-0072/1822/9132,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,dem_col19_de17@bue.edu.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014400,JARDIN CUENTA CUENTOS,Privado,Urbano,GUALEGUAYCHU 3502 VILLA DEVOTO,C1419,11,4501-9642,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,N/D,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014500,COLEGIO PRESENCIA,Privado,Urbano,GUALEGUAYCHU 3152 VILLA DEVOTO,C1417,11,4501-0880/4504-1600,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,CPDEVOTOTERCIARIO@GMAIL.COM,1, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014600,ESCUELA PARROQUIAL LA PIEDAD,Privado,Urbano,PARANA 56 SAN NICOLAS,C1017,11,4383-9765,02101001,CIUDAD DE BUENOS AIRES,Comuna 1,ESCUELALAPIEDAD@YAHOO.COM.AR,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020014700,CENS Nº 64 DE 20,Estatal,Urbano,PIERES 258 LINIERS,C1408,11,4643-9234,02109001,CIUDAD DE BUENOS AIRES,Comuna 9,DEAA_CENS64_DE1@BUE.EDU.AR/CENS_64@HOTMAIL.COM, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Ciudad de Buenos Aires,020015000,INSTITUTO NUESTRA SEÑORA DE LUJAN,Privado,Urbano,AVDA. JUJUY 2179 PARQUE PATRICIOS,C1247,11,4941-4666/4942-1204,02104001,CIUDAD DE BUENOS AIRES,Comuna 4,SECRETARIAPRIMARIA@NSDELUJAN.EDU.AR,1, , , , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015200,ESC.DE EDUC.MEDIA Nº1 FEDERICO GARCIA LORCA DE14,Estatal,Urbano,AVDA. CHORROARIN 305 PATERNAL,C1427,11,4521-6567,02115001,CIUDAD DE BUENOS AIRES,Comuna 15,dem_eem1_de14@bue.edu.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015300,DR. LUIS F. LELOIR,Estatal,Urbano,AVDA. INTENDENTE FRANCISCO RABANAL 2275 VILLA SOLDATI,C1437,11,4918-4803,02108001,CIUDAD DE BUENOS AIRES,Comuna 8,dep_epc8_de19@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015400,DR.GENARO SISTO,Estatal,Urbano,TILCARA 3365 NUEVA POMPEYA,C1437,11,4918-7654,02104001,CIUDAD DE BUENOS AIRES,Comuna 4,dep_epc2_de19@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015500,JIC Nº 02 JARDIN DEL ANGEL GRIS DE 12,Estatal,Urbano,AVDA. AVELLANEDA 2555 FLORES,C1406,11,4637-7703,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,dei_jic2_de12@bue.edu.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015700,COLEGIO NUMEN,Privado,Urbano,YERBAL  1871 FLORES,C1406,11,4632-0545,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,MAIL@COLEGIONUMEN.COM.AR,1, , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015800,JIN B DE 08 (ESC. PRIM. Nº 06 DE 08),Estatal,Urbano,AVDA. SAN JUAN 4396 BOEDO,C1233,11,4924-9527,02105001,CIUDAD DE BUENOS AIRES,Comuna 5,dei_jinb6_de8@bue.edu.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015801,JIN B DE 08 (ESC. PRIM. N° 08 DE 08),Estatal,Urbano,AVDA. JOSE MARIA MORENO 480 CABALLITO,C1424,11,4924-9527,02106001,CIUDAD DE BUENOS AIRES,Comuna 6,dei_jinb6_de8@bue.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020015900,ESC. DE COM. Nº 20 DR. JUAN AGUSTIN GARCIA DE 14,Estatal,Urbano,NICASIO OROÑO 2131 PATERNAL,C1416,11,4581-2758 / 4584-7918,02115001,CIUDAD DE BUENOS AIRES,Comuna 15,dem_ec20_de14@bue.edu.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016000,REPUBLICA DEL ECUADOR,Estatal,Urbano,ESPINOSA 2547 PATERNAL,C1416,11,4581-4209,02115001,CIUDAD DE BUENOS AIRES,Comuna 15,dep_epc10_de14@bue.edu.ar / ESCUELAECUADOR@HOTMAIL.COM,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016100,ROMPEHIELOS GRAL SAN MARTIN,Estatal,Urbano,SANTO TOME 2836 VILLA DEL PARQUE,C1417,11,4501-7234,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,dep_epc21_de17@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016200,ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 17 DE 17,Estatal,Urbano,CNEL. RAMON LISTA 5450 VILLA REAL,C1408,11,4648-4327,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,ESCUELA17RECUP@GMAIL.COM, ,1, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , 
Ciudad de Buenos Aires,020016300,ESC. DE EDUC. MEDIA Nº 03 ANTONIO DEVOTO DE 17,Estatal,Urbano,MERCEDES 4002 VILLA DEVOTO,C1419,11,4501-9054,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,dem_eem3_de17@bue.edu.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016500,ANTONIO A. ZINNY,Estatal,Urbano,SALAS 565 PARQUE CHACABUCO,C1424,11,4923-6454/4926-1770,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,dep_epc22_de8@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016600,CAPITAN JUAN DE SAN MARTIN Y GOMEZ,Estatal,Urbano,NOGOYA 2557 VILLA DEL PARQUE,C1417,11,4501-1166,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,dep_epc5_de17@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016700,JOSE ERNESTO GALLONI,Estatal,Urbano,HELGUERA 2435 VILLA DEL PARQUE,C1417,11,4501-7636,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,dep_epc10_de17@bue.edu.ar / GALLONI10@YAHOO.COM.AR,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016800,INSTITUTO PLATERILLO,Privado,Urbano,TERRADA 3080 VILLA DEL PARQUE,C1417,11,4502-8383/4801,02111001,CIUDAD DE BUENOS AIRES,Comuna 11,PLATERILLO@INSTITUTOPLATERILLO.COM.AR,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020016900,CANADA,Estatal,Urbano,CACHIMAYO 1735 PARQUE CHACABUCO,C1424,11,4921-0398,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,dep_epc23_de8@bue.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020017000,ESCUELA INFANTIL N° 04 AGUSTIN TATIN RAVELLO DE 08,Estatal,Urbano,VICTOR MARTINEZ 1780 PARQUE CHACABUCO,C1406,11,4921-4625,02107001,CIUDAD DE BUENOS AIRES,Comuna 7,dei_ei4_de8@bue.edu.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020017400,ESCUELA RELIGIOSA ISRAELITA ARGENTINA,Privado,Urbano,ECUADOR 928 BALVANERA,C1214,11,4962-6423/2301,02103001,CIUDAD DE BUENOS AIRES,Comuna 3,HEIJALHATORA@YAHOO.COM.AR/MIRBEMO@GMAIL.COM,1, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , 
Ciudad de Buenos Aires,020017500,ESCUELA METROPOLITANA DE ALTOS ESTUDIOS,Privado,Urbano,AVDA. CORRIENTES 3934 ALMAGRO,C1194,11,4861-1899,02114001,CIUDAD DE BUENOS AIRES,Comuna 14,EMAE@ALPI.ORG.AR,1, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , 
